,year,_113_cause_name,cause_name,state,deaths,aadr
9630,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,15871,228.5
9631,2002,Malignant neoplasms (C00-C97),Cancer,Kentucky,9438,228.6
9632,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,2024,228.6
9633,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,11942,228.7
9634,2000,Malignant neoplasms (C00-C97),Cancer,Kentucky,9207,228.7
9635,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9399,228.8
9636,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14749,228.8
9637,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,36207,229.3
9638,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10282,229.4
9639,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1438,229.4
9640,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12981,229.7
9641,2001,Malignant neoplasms (C00-C97),Cancer,Kentucky,9358,229.7
9642,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7538,229.9
9643,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10169,229.9
9644,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14952,230.0
9645,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7214,230.1
9646,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,49528,230.4
9647,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,68797,230.4
9648,1999,Malignant neoplasms (C00-C97),Cancer,Louisiana,9412,230.5
9649,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7269,231.3
9650,2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7944,231.6
9651,2002,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1298,231.8
9652,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,29003,231.9
9653,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3011,231.9
9654,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2031,232.3
9655,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5264,232.5
9656,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5208,232.5
9657,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9202,232.6
9658,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,8993,232.7
9659,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7865,233.1
9660,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,14636,233.2
9661,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18674,233.3
9662,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,68234,233.6
9663,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5013,233.7
9664,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,36434,233.8
9665,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3400,233.9
9666,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10310,234.0
9667,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,6931,234.2
9668,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1833,234.2
9669,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14913,234.5
9670,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,2105,234.5
9671,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2835,234.6
9672,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,9947,234.9
9673,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4497,235.0
9674,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9426,235.2
9675,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,29078,235.8
9676,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12083,236.0
9677,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,16781,236.0
9678,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,50629,236.0
9679,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7516,236.1
9680,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,8559,236.1
9681,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2751,236.2
9682,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,685089,236.3
9683,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14974,236.8
9684,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,6975,237.0
9685,2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10772,237.2
9686,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2811,237.3
9687,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,13601,237.3
9688,2001,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1327,237.5
9689,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18524,237.6
9690,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12021,238.0
9691,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14642,238.0
9692,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2015,238.1
9693,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,50470,238.2
9694,2000,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1335,238.3
9695,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10347,238.5
9696,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,50336,238.6
9697,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3418,238.7
9698,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,9127,238.8
9699,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,29816,239.2
9700,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12164,239.8
9701,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22043,239.9
9702,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1918,239.9
9703,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,68426,239.9
9704,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7715,240.0
9705,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4693,240.0
9706,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7335,240.1
9707,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9510,240.1
9708,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,16557,240.3
9709,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,8699,240.3
9710,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7969,240.5
9711,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7431,240.5
9712,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5311,240.5
9713,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,41779,241.2
9714,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,25128,241.3
9715,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10353,241.4
9716,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10026,241.4
9717,1999,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1340,241.4
9718,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12008,242.4
9719,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24825,242.7
9720,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12074,243.3
9721,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3109,243.6
9722,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,13827,243.7
9723,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4599,244.0
9724,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3008,244.1
9725,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1389,244.3
9726,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3076,244.3
9727,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,696947,244.6
9728,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,11926,245.0
9729,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,15264,245.5
9730,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18792,246.1
9731,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,38075,246.2
9732,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5094,246.7
9733,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2027,247.2
9734,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4421,247.5
9735,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,51434,247.7
9736,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,51985,248.3
9737,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,15500,248.5
9738,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22510,248.6
9739,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9471,248.6
9740,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,15467,249.4
9741,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9659,249.4
9742,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,700142,249.5
9743,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,3115,249.5
9744,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,30821,250.2
9745,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7575,250.3
9746,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,15321,250.9
9747,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,15329,250.9
9748,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7542,251.1
9749,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9602,251.1
9750,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,14946,251.2
9751,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,30667,251.2
9752,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9767,252.0
9753,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7534,252.1
9754,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1434,253.6
9755,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5538,253.6
9756,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7530,253.8
9757,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,30990,253.8
9758,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12310,253.8
9759,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22704,254.0
9760,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,52480,254.6
9761,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,38852,254.7
9762,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10465,254.8
9763,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17188,255.2
9764,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4089,255.3
9765,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43452,256.3
9766,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11008,256.9
9767,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10782,257.3
9768,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,71930,257.3
9769,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,710760,257.6
9770,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4393,257.8
9771,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10852,257.9
9772,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,26010,258.0
9773,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15038,258.6
9774,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43199,259.1
9775,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12080,259.2
9776,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,15682,259.8
9777,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9798,260.1
9778,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,19191,260.9
9779,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,39438,261.1
9780,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,31388,261.2
9781,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2033,261.2
9782,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,12348,261.3
9783,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7786,262.5
9784,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1983,262.5
9785,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12583,263.0
9786,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43020,263.5
9787,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,5674,263.6
9788,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,31844,263.7
9789,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,19723,264.5
9790,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16410,264.9
9791,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17529,265.8
9792,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9893,265.8
9793,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,725192,266.5
9794,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,2011,269.2
9795,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,23724,269.4
9796,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,26659,269.6
9797,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43418,270.1
9798,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1518,270.3
9799,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,23493,270.5
9800,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,55276,270.9
9801,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17478,271.4
9802,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,40708,271.9
9803,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,16210,272.3
9804,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10043,272.4
9805,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11185,272.4
9806,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16708,272.7
9807,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7997,273.2
9808,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16633,273.4
9809,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9981,273.4
9810,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,32453,273.5
9811,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4231,274.3
9812,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12869,274.5
9813,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17406,276.0
9814,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1544,276.4
9815,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,26896,276.4
9816,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11540,277.5
9817,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15919,277.6
9818,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12774,278.1
9819,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8037,278.5
9820,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,33387,279.1
9821,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,11319,279.2
9822,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,32722,279.2
9823,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15688,280.6
9824,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1566,280.9
9825,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56672,281.4
9826,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,41707,281.7
9827,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8263,281.8
9828,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,16661,282.5
9829,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11474,282.6
9830,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8330,282.8
9831,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17597,282.8
9832,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10335,283.2
9833,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8278,283.8
9834,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56643,284.9
9835,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8097,285.4
9836,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,33192,285.7
9837,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,27325,285.9
9838,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,17235,286.0
9839,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,16226,287.3
9840,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8315,287.8
9841,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,6186,288.1
9842,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13150,288.5
9843,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,11629,288.7
9844,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,6189,291.2
9845,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13197,291.3
9846,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1630,291.9
9847,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,11696,292.2
9848,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13207,292.7
9849,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,27693,292.9
9850,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,16174,293.6
9851,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,57474,293.8
9852,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1652,296.2
9853,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1666,296.6
9854,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,11808,297.3
9855,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8282,298.8
9856,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,6325,298.8
9857,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,16280,299.0
9858,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,13406,299.5
9859,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,17974,300.5
9860,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10840,301.6
